uname,sex,message,like,uid,location
瑶瑶血虐大魔王,女,"电影通篇没有战争没有入侵，没有外星人。关于做空间的画面也不是很奇妙，他有一种莫名的平静。也到处洋溢着莫名的激昂。是情感让一部很平静的电影变得惊心动魄。导演让这部电影朝着某些不可思议的方向不停的延伸。演员是这部电影的骨架。不得不说，男主角几乎撑起了整部电影。其貌不扬，甚至有点像反派。但他却散发着一种非常吸引人的魅力。直到最后与女儿重逢的那一部分。看湿了我的眼眶。他开非常去找女主角的那一段。让我的内心诞出了无限的期待。不得不说，豆瓣九分以上的电影都是优质电影。这些电影的优点不单存在于表面上的视觉。它们还在某些奇特的领域期发出奇特的光芒。
没有感情的电影都无法吸引观众，这里的感情是一个范指，不单指爱情。这部电影以亲情为主线，在进程中加以爱情，以及友情，还有朦胧却又始终不渝的激情。演员是这部电影的骨架，剧情是这部电影的躯壳，而其中的主题与情感则是这部电影的血肉，嗯，一肥一瘦。单讲大道理会让人觉得干燥，单演感情戏会令人腻歪。二者相合，辅以躯壳和支干，便成就了这样一部有灵魂的电影。",28,496793526,未知
乃兔售罄,女,首先这是2014的电影 放映到现在影响了无数个喜欢科幻并且痴迷于科幻的人 别踩一捧一了 我们现在确实依靠着球2塌进了科幻片的大门 但是经典终究是经典 希望大家都能放下比较的心理,28,68975353,海南
blilblil创作中心,保密,碰瓷的应该是黑子吧，这是无可挑剔的神作,28,442425472,河南
SpeC7R,男,目前它的地位还是没法撼动,28,548905372,广东
峻峻boy,男,球2在球1的基础上大幅提高了制作水平，看的确实很爽，导致很多人以为它天下无敌了[惊喜],36,592043275,广东
刺猬小葵花,保密,来的晚了，bilibili关弹幕网[微笑],32,130623734,未知
Charles芯羽,男,一部科幻和温情把握极其到位的巨作，这是跨越百年的爱，如此神剧以让我不敢轻易评价,32,160087106,未知
可爱的伊蕾娜---,男,知乎是由多爱星际穿越啊，流浪地球2上映见评分8.3就又黑起了星际穿越，然后就进入了粉黑大战，不过又是星占下风。,32,1520977103,四川
怎么今天又吃烤肉,保密,星际穿越果然还是神。。。。。刷了五六次了依然每次看都会觉得好震撼,18,21560970,广东
伟大の佐特,男,令人感叹，星际穿越在某乎上快被某些人批得一无是处了，一堆人没看明白就在那儿嘲讽最后机械降神，靠爱拯救世界,27,337469352,重庆
007西瓜,男,时隔阿凡达2热映之后再一次回看星际穿越，再一次发现了这部电影的惊喜之处，那就是将科幻与个人情感巧妙的结合在了一起，在影片中我们可以真切的感受到男主对家人、尤其是女儿的爱，但这份情感又没有落入俗套的“we are family”的戏码，也没有喧宾夺主的使整部电影变成烂俗家庭伦理剧，拯救人类依然是整个电影的大方向。拯救人类和回归家人，两条故事线互相成就，只有拯救了人类才能回归家人，而最后也恰恰是这份男主对女儿的爱穿越了时空，最后拯救了人类。,27,2763943,江苏
泡泡龙桑,男,任凭诋毁，仍是第一,27,3.46158E+15,安徽
账号已注销,保密,"如果说闭环是planB成功-新人类研发五维技术帮库珀穿过时间-库珀成功拯救三维人类使planA成功-陪女儿渡过最后的时间后去找布兰德-将自己的事情告诉布兰德并和她一起实施planB
那么这个闭环是怎么运作的 新人类怎么会想到回去帮库珀 我越想越不理解，就算是闭环也要一个进入的条件，相当于一开始的时候新人类根本没想到去帮库珀，也不会有后面的这么多事情，库珀也不会得到穿透时间的机会
脑子要炸了 啊啊",27,342227990,湖南
MichaelY98,男,感谢阿凡达2为星际穿越吸引火力[打call][打call],27,507224426,北京
本次改名免硬币诶,保密,主角进入黑洞后，很多人对推书的桥段感到疑惑，为什么高维度的力可以直接施加在低维度里？下面是我的个人理解：首先你一定要搞懂，质量越大，引力越强，时间流速越慢，原因是时间同样会受到引力影响，被引力拖拽挤压在了一起。而黑洞内，由于超强的引力，时间已经完全被挤压成了实体化，像把三维一帧一帧截取下来，拍成二维的照片一样，时间也被一段一段截取下来，形成了无数个“三维照片”，平铺在了主角面前。主角可以在这一段一段的“三维照片”中，随意观察或穿梭在任意一段空间中，甚至可以直接触摸到实体化的时间。也就是说，影片中展现的黑洞内部其实已经属于更高的维度了。重点来了，为何主角能把书推下去？逆向思维琢磨回去，就能想象出原因了：主角击打实体化的时间，导致被击打的地方原本流速慢，甚至不流动的时间猛然发生了波动，此处的时间流速会有一瞬间变快，于是在现实空间中，被击打的地方出现了一个引力小于其他地方的点，书就是被这股偏小的引力排斥了出去。后面同样是通过拨动时间流速，产生引力差，标出了宇航局坐标，已经控制秒针的摆动。以上是我的个人理解，不得不说，这部电影完美的将我能理解的高维度世界展现在了我的面前，恰到好处，不多不少。,27,357669732,未知
-可怜的汤姆-,男,当时自己还没有手机在电影院门口犹豫看星际穿越还是猩球崛起2，怕我妈看不懂就选了后者，现在真他妈想扇死当时的自己,35,16556432,未知
-三十六--,男,"科幻绝不只是三体，科幻也不等于科学。请三体粉丝不要看到啥带点相似的就把三体拿出来好吧？
本人是三体粉丝，也是科幻迷，看了这类剧情也喜欢思考正确性以及拓展，但是没有得到验证的就不要随意拿出来以一种世界就是这样的语气来给别人进行伪科普吧。扯四维五维的朋友给我的感觉就是大概只看了几本科幻小说，里面的东西给他带来了震撼，所以他就把这自己没有验证过的玩意当成了真理。
就很烦你知道吧，我希望下一次看到你们的高谈阔论是在一篇影响世界科学发展的论文上面，不是在科幻电影的弹幕。
科幻类作品可以保持我们的思维天马行空，但是你有力思维不去验证他终究是天马行空，所以也没必要把这种东西拖出来指着别人脑袋说“这是真理”吧。",31,290090485,未知
Olivia_尹杉,女,本世纪最佳科幻片，没有任何目的，这就是我的感受,21,1404074498,浙江
PQ我不想惹任何人啊,保密,说实话，我也喜欢球2，但还是不要在其他地方提了，尤其是经典之下，我们应该做的是好好发展，努力进步，而不是出了一部好电影就到处ky炫耀,21,595171596,海南
南天宫阙,保密,"知道中国如果现在就直接拍出了星际穿越这种等级的电影是什么概念吗，相当于你昨天还是一米五几十斤的弱鸡，今天直接成长为两米高二百斤的壮汉
承认别让很难？很难，因为中国一直是政治至上的国度，加上政治因素，绝大多数领域都会被扯入民族情绪的涡流中",38,25711747,未知
新阿姆斯特丹,男,看完流浪地球2  在看星际穿越  发现就是小巫见大巫[笑哭],56,106346782,河南
LoveStar丶,男,"流2上映前：迄今为止21世纪最强科幻电影
流2上映后：玄幻电影",53,175546930,江西
Alittleprince丶,保密,人工合成淀粉时代考古,26,523900135,未知
元首我尽力了,女,弹幕正在疯狂复制百度百科，量子物理是常识很简单的[笑哭],26,477484644,未知
不恰饭也算减肥,保密,这是我唯一在电影院看到大脑缺氧的2D作品。,26,40727806,未知
带带伊顺娜,保密,有没有一种可能，艺术作品间的比较本身就不是理性讨论，蒙娜丽莎和清明上河图几几开？,30,431455342,湖南
违心主义空想家,男,当初因为这部电影和《时间简史》，我想要学习物理专业，我真的很想弄懂宇宙究竟是怎样的存在。如今已经学习了两年物理专业，今天回来二刷，其实是想再提升一下被物理磨灭的学习兴趣，因为学习物理的过程真的很枯燥，也很难，希望我能坚持下去吧。祝我自己两年后考研成功上岸，有机会进入科研所研究这浩瀚的宇宙！,30,353278345,未知
南极大鲤鱼,保密,"对评论区的某个人实属无语。
你说我极端诺兰粉，不尊重那些打低分的人。
我是很好奇，那你尊重我们这些愿意打高分的人了？你当某人问你为什么这部片9.8分时，你回了一句“特斯拉失控还有人买。”，还要求我尊重那些不买的人，我是很好奇了，你这句尊重那些买特斯拉的人了？更何况，这部片是影视界的“特斯拉”？实属可笑。
某两个人的对话：
A：那你说什么电影9.8？
B：我觉得很正常，电信诈骗不也有的是人上当吗
把别人打高分的好作品说成“电信诈骗”，并且说那些人是信了电信诈骗。你这是尊重那些为这部电影打高分的人了？
你不尊重我，我凭什么尊重你。最后，被拉黑了。算了，黑名单待着吧。最后，也活该你的号被封",62,210218388,未知
智熄空枪,保密,"我们就是孩子们以后的回忆了，有了孩子，你就是孩子未来的幽灵。
当我在外太空高度休眠，或者以接近光速航行，或者接近黑洞的时候，时间会产生变化，会比平常慢很多，我们的时间会不一样，等我回来的时候我可能会跟我女儿一样大。
不要温顺地走进这个良夜
激情不能被消沉的暮色淹没
咆哮吧，咆哮，痛斥那光的退缩
智者在临终的时候对黑暗妥协
是因为他们的语言已黯然失色
他们也不想被夜色迷惑
咆哮吧，咆哮，痛斥那光的退缩
他们是五维空间的生命体，对他们来说时间可能是另一种空间实体，过去可能就是一个可以爬进去的山谷，而未来，是一座可以爬上去的山。
当你做了父母之后，最重要的，那就是要保证让你的孩子感到安全，所以不能跟一个十岁孩子说世界末日到了。
-我们去了多久？
-二十三年四个月零八天
你说过等我们再见面时，我们可能是一样的年纪，今天我就到了你离开时的年龄，所以现在就是你应该回来的时候了。
我害怕的是时间。
爱不是人类发明的东西，它一直存在，而且很强大，是有意义的。也许意味着更多，更多我们还无法理解的，也许是某种证据，来自更高维度文明而且我们目前无法感知。我风尘仆仆穿越宇宙寻找一个消失了十年的人，我也知道，他可能已经死了……爱是一种力量，能让我们超越时空的维度来感知它的存在。尽管我们还不能真正地理解它，能见到爱德蒙斯的机会再渺茫我也不放弃，这不意味着我错了。
（Love is the one thing that transcends time and space.
· 其他译本：爱是唯一能穿越所有维度的矢量。
· 影院译本：爱是一种力量，让我们超越时空的维度感知它的存在。）
根本不是什么他们，而是我们自己。
-我们在这里跟三维世界交流，就像桥梁一样，拯救这世界，他们拥有无限的时间和空间，又没有任何束缚，他们不能在时间里找到特定的位置，他们没法沟通，所以我会在这儿，我要找到办法告诉墨菲，就好像我发现这个时刻。
-怎么沟通？
-爱，塔斯，是爱。就像布兰德说的，我和墨菲之间的交流是可以量化的，这才是关键。
-那现在该怎么做？
-找到沟通方式，那块儿表。
【不要温和地走进那个良夜】Do not go gentle into that good night",25,2072683390,未知
